ID.format,ID.completed,ID.case,ID.interviewer,ID.date,ID.start,ID.endDate,ID.end,ID.time,ID.name,Q1,Q2,Q3a,Q3b,Q3c,Q4,Q5:1,Q5:2,Q5:3,Q5:4,Q5:5,Q6,Q7,Q8,Q9,Q10:1,Q10:2,Q10:3,Q11,Q12,Q13,Q14,Q15,Q16:1,Q16:2,Q16:3,Q16:4,Q17,Q18a,Q19,Q20a,Q20b,Q20c,Q20d,Q21a,Q21b,Q21c,Q21d,Q22,Q23,Q24,Q25,Q26,Q27a,Q28a,Q29,Q30,Q31,NewNetEasy,Q32,Q33:1,Q33:2,Q33:3,Q33:4,Q33:5,Q34a,Q35,OverallSat,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47:1,Q47:2,Q47:3,Q47:4,Q47:5,Q47:6,Q47:7,Q47:8,Q48
Web: Snap WebHost,completed,fc0eda46-dd63-4d67-9828-546ac3bed620,,11/02/2022,11:09:39,11/02/2022,11:18:32,8.88,ARJE6364OT839,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The most important feature is the ability to quickly post adverts, and view candidates with ease",It is very difficult to use,"The job posting is too lengthy, unlike all other job boards i.e. C and D and Indeed. There is no simple accept/reject function to filter reviewed candidates",Extremely difficult,"Too many processes, terminology not used in our sector such as FTE, and it takes 15-20 minutes to complete the 11 step process with every advert.",Frequently asked questions (FAQs),User guides,,,,Not at all useful,"I couldnt work out the FTE, or the sector that I would find pharmacy under. I called the helpline, and they didn't know, as they said it wasn't their expertise.",2,"As per the reasons before - with the lack of Pharmacists in the UK, this was meant to be a fresh platform to post our multiple adverts for our company. Instead it has become a lengthy process for unsuitable or no applicants.",Pharmacy,,Other (please type in the box below),Recruiter for the south of the UK,Other job role (please type in the box below),Resourcer - I place adverts and am the first point of contact for applications.,Weekly,2 to 3 months,10,A combination of NHS Jobs and another system,,,,,,Oleeo,,,
Web: Snap WebHost,completed,ad5414af-7ad5-4284-8acb-1b247c271bde,,11/02/2022,11:16:55,11/02/2022,11:19:08,2.22,ARJE1785TE851,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It is a lot quicker than the old system when sending from Trac,"How quickly it sends across, the design is more modern and easier to use",,Fairly easy,,,,,,,,,8,,Commissioning Support Unit (CSU),,Midlands,,Recruitment Team Manager,,At least once per day,1 month,5,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: Snap WebHost,completed,7bbc7b53-435f-4f20-8111-9b72795352b1,,11/02/2022,11:09:48,11/02/2022,11:21:11,11.38,ARJE5077LE522,Yes,No,Very poor,Poor,Poor,"It is a terrible layout, with multiple layers when it could just be one form. Complete downgrade from the last NHS Jobs",,,,,None,,Yes,,No,,,,,,,,,,,,,,,,,,,,Fair,Fair,Fair,Fair,"No, there were not enough communications","No, I had to contact the support team for further information/advice",I only received a link with the new site and then a temp password,More communication and help.,Set up a online help onboarding call - like every other online job board does,4,Fairly easy,None - it is a complete downgrade,re-posting jobs is easier but still annoying and unnecessarily clicky,Everything - most important being able to view candidates as they apply. Not waiting until the job post expires,Very difficult,It has been made worse than the system you had before. Everything is longer and the formatting is unnecessarily longwinded,,User guides,,,,Not very useful,It is all just unclear,Completely dissatisfied 1,This is the worst job board I have ever used,NHS Trust/Health Board,,South East,,Recruitment Team Manager,,Weekly,4 to 6 months,30,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Eploy
Web: Snap WebHost,completed,29b9a330-a7ed-4ba1-934d-7cda49cdb1b7,,11/02/2022,11:22:53,11/02/2022,11:26:54,4.02,ARJE3400HG349,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The new advert layout is not time effective.  We are repeating information that can be found on a JD and having to stick to a word count is alot of back and forth when you have relevant information specific to a ward.,Neither easy nor difficult,,,,,,,,,6,"The platform itself is fine, however, the length of time it now takes to place an advert on Trac due to the advert changes layout is not an efficient use of time.",NHS Trust/Health Board,,South East,,Recruitment Team Manager,,Monthly,,,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: Snap WebHost,completed,a665f60b-532c-4af2-9eda-03846b7323bd,,11/02/2022,11:27:42,11/02/2022,11:34:47,7.08,ARJE4108QK212,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reach the right qualified people,Simple data fields,Graphical follow through process and get stuck on some pages,Fairly easy,,Frequently asked questions (FAQs),,,,,Useful,Still prefer a helpline number to ask quick questions and tidy up my site,6,needs tidying up regarding shortlisting,Other organisation type (please type in the box below),Charity,South East,,HR Manager or equivalent,,Fortnightly,4 to 6 months,4,A combination of NHS Jobs and another system,,,,,,,,,
Web: Snap WebHost,completed,9e644e32-8a73-40a9-b205-6b260c292e27,,11/02/2022,11:37:18,11/02/2022,11:45:45,8.45,ARJE2680SS352,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afraid I much prefer old system and find new one difficult and over complicated to use -,as above,revert to old one!,Very difficult,"Process very restrictive - cannot cancel processes, not easy to navigate dashboard, understand reason for not disclosing candidate details but would prefer if you could see details from start instead of waiting for selection.  Found old system really easy to use and find new system very complicated and not user friendly. Never sure if pressing a button will trigger something irreversible that I don't want to happen! Hence have a lot of things open on dashboard that I cannot close off.",Frequently asked questions (FAQs),User guides,,,,Not very useful,They never seem to write answer the problem I have - eg I wanted to remove an ad as we had managed to fill vacancy but could not shut processes down,3,difficult to use,GP practice,,South East,,Recruitment Officer,,Quarterly,12 months or more,6,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Don't use any other systems but advertise on Indeed
Web: Snap WebHost,completed,5d83720f-c709-444c-89ac-17fd32ad7047,,11/02/2022,11:35:23,11/02/2022,11:46:17,10.9,ARJE6518AC861,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The ease of shortlisting, although criteria grading has been removed.","Online shortlisting  - The recruiting process is efficient when shortlisting, in terms of speed and straight forward whether the criteria has been met • It is one system to use, all done online • Reduced carbon footprint • Reduced time to complete the process- no printing and waiting for documents • Easy to determine whether criteria has been met • Would be useful if you can ‘long list’ to filter out unsuitable applicants at an early stage, without having to fully shortlist- not sure if this is something that can be done on the system  Offline shortlisting • You can see an overview of all applicants • You can print out documents to make notes on and refer back to • You can stop and start shortlisting at any time • You can review shortlisting decisions before submitting • When applicants have submitted a lengthy application it is easier to scan through and mark reference points compared to the online system","- Longlisting function - Ability to see all applications before commencing shortlisting, to keep track off the type of applicants you are receiving whilst the job is still being advertised - Being able to mark how strongly criteria has been met (online shortlisting) as some candidates will hit criteria more strongly than others - Being able to move fluidly through the system without having to 'go back' or log back in",Very easy,,,,,,None of the above,,,7,"Please see comments on previous page, minor improvements needed.",Other NHS organisation,,North West,,Hiring/Recruiting Manager,,Less frequently than quarterly,2 to 3 months,2,Not sure,,,,,,,,,
Web: Snap WebHost,completed,17997779-6ac6-4761-a702-f36b2c9c1287,,11/02/2022,11:44:20,11/02/2022,11:48:11,3.85,ARJE2066KG214,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,Go back to the old system,Extremely difficult,"Very Laborious to use, lots of duplication of information",,,,,None of the above,,,Completely dissatisfied 1,Very laborious to post an advert and very poor level of applicants even fewer that are suitable.,Local Authority,,South East,,Recruitment Officer,,Weekly,12 months or more,50,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),"PSJE, 6 Stages"
Web: Snap WebHost,completed,e67763ad-d4d5-4aa3-9915-05e3d129a3dd,,11/02/2022,11:49:54,11/02/2022,12:07:27,17.55,ARJE1953VA278,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I assume by ''new NHS Jobs service'' you mean beta.jobs.nhs.uk? It is important to use old listings to create a new job; also being able to see what the advert looks like before it is posted.,Most of them work really well. I appreciate that now we can download our E&D data report instead of emailing your support Team - great improvement! I also would like to say thank you to your support Team who are always very helpful.,"I noticed recently that when resuing an old listing I was not able to change address at all.  I find the question ''can the job be in more than one location''  might be confusing - this is only to choose office address and it might indicate people have to work only from the office. I wanted to advertise fully remote jobs to be visible for people from whole country and I did not find any option to do so, and I believe it is connected to office address. Now that some roles can be done only from home I would like to be able to advertise nationally.",Extremely easy,,,,,,None of the above,,,Completely satisfied 10,"Completely satisfied, I would appreciate if you could look into advertising nationally so the advert is not assigned to local office address - but this is a new aspect that only came up due to pandemic and normalizing remote working in some services.",Social Enterprise,,North West,,Other job role (please type in the box below),recruitment admin,Fortnightly,12 months or more,60,Not sure,,,,,,,,,
Web: Snap WebHost,completed,ce502804-ab0e-49ff-9260-a6ed27e8d472,,11/02/2022,10:09:08,11/02/2022,13:10:24,181.27,ARJE3890ZU492,Yes,No,Good,Good,Good,,,,,,None,,Yes,,No,,,,,,,,,,,,,,,,,,,,Good,Good,Good,Good,,,,,,5,Neither easy nor difficult,That everything is automatically done once you fill in the details on Trac.,Not having to set up vacancies again is a big help.,Before the job advert was 1 big box but now they changed it into lots of smaller parts which are mandatory and a massive pain. This causes a lot of issues for us as managers do not do it themselves and we have to spend ages splitting up the description to match the boxes. It is fine to be there but please stop having minimum characters for the boxes.,Very easy,,,,,,None of the above,,,6,It is an improvement but the advert part of the vacancy is a massive headache as it forces us to fill in boxes we dont need too.,NHS Trust/Health Board,,London,,Recruitment Officer,,At least once per day,7 to 11 months,10,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: Snap WebHost,completed,5a99da12-ee25-4563-8d94-8a49fbc666fc,,11/02/2022,13:31:28,11/02/2022,13:34:31,3.05,ARJE8484QY628,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"More flexibility eg to see candidate details, make my own interviews etc",Very difficult,"Inflexible, hardly any surgeries use it any more as its so bad so we all use Indeed instead",Frequently asked questions (FAQs),,,,,Not very useful,,2,,GP practice,,South West,,,,Less frequently than quarterly,12 months or more,3,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),indeed
Web: Snap WebHost,completed,92989e11-47de-4268-887e-73c24d9b68e0,,11/02/2022,14:49:22,11/02/2022,14:51:20,1.97,ARJE8899IM703,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly easy,,,,,,,,,8,,NHS Trust/Health Board,,East of England,,Approver,,At least once per day,12 months or more,,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,9adfb704-3a6a-4a26-9e24-bc7aabec06f4,,11/02/2022,14:52:26,11/02/2022,14:54:28,2.03,ARJE2152PG627,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly easy,,,,,,None of the above,,,7,,GP practice,,South West,,Other job role (please type in the box below),Lead Nurse,Less frequently than quarterly,2 to 3 months,,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,4be680b9-0372-4667-b0f5-a9a5f344c1c5,,11/02/2022,14:51:22,11/02/2022,14:55:11,3.82,ARJE6753CV693,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Being able to view applicants easily,Can't comment as only used the new NHS Jobs site,"To make it more user friendly, sometimes it's difficult to locate applicants contact details too.",Fairly easy,,,,,,None of the above,,,6,There needs to be some improvements for the applicant and employee to make the site easier  to use,GP practice,,South East,,Other job role (please type in the box below),Supervisor,Quarterly,7 to 11 months,3,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Own website
Web: Snap WebHost,completed,e50ff212-173d-4e7d-a295-b7292bc8100a,,11/02/2022,15:50:11,11/02/2022,15:52:19,2.13,ARJE9778CA198,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It would be nice to be able to access the candidates contact information before the job advert is closed,Fairly easy,,,,,,None of the above,,,8,,GP practice,,East of England,,NHS Jobs Super User,,Monthly,4 to 6 months,5,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Indeed
Web: Snap WebHost,completed,596e6f3c-8f94-4187-941c-973094e727ce,,11/02/2022,13:20:18,11/02/2022,17:06:50,226.53,ARJE7831OK952,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It allows us to reach qualified individuals across a wide area in one go,"I like the fact that you can add additional questions before interview, and add multiple users to short list candidates and it can all be done online.",still too soon to comment,Very easy,,,User guides,Videos,,,Extremely useful,They were short and easy to follow. I was able to direct any queries I had and get them answered quickly.,9,"Although we didn't get any candidates, we will be advertising again shortly, providing a link to our new website. I am hoping that a few lessons learnt from the first vacancy will help us attract candidates the second time round.",Other NHS organisation,,South East,,Reviewer/Shortlister,,Less frequently than quarterly,1 month,1,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,65c41e44-cc1f-4988-b171-25f22ddf036b,,11/02/2022,17:16:20,11/02/2022,17:23:58,7.63,ARJE4158FR521,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have stopped using it as I find there repetitive sections.,,Too much information is needed to post a job.,Very difficult,Some sections seem repetitive.,,User guides,,,,Not very useful,,Completely dissatisfied 1,We now use Indeed to post jobs which is a shame as it would be preferable to post within the NHS.,GP practice,,East of England,,HR Manager or equivalent,,Quarterly,,8,Not sure,,,,,,,,,
Web: Snap WebHost,completed,a9806b50-c19b-4410-a13f-f41cb348c10f,,11/02/2022,22:56:16,11/02/2022,22:58:49,2.55,ARJE5509YB608,Yes,No,Fair,Fair,Fair,,,,,,None,,Yes,,No,,,,,,,,,,,,,,,,,,,,Fair,Fair,Fair,Fair,Yes,Yes,,,,6,Neither easy nor difficult,,,The character count was a nightmare - kept changing and different to word,Fairly easy,,,,,,None of the above,,,5,,GP practice,,Midlands,,Hiring/Recruiting Manager,,Less frequently than quarterly,1 month,2,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,98fbecd1-b1ce-4b12-af4d-0fdd27c0e531,,14/02/2022,08:49:51,14/02/2022,08:54:37,4.77,ARJE8735TN329,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easier to upload.,Not sure if it is clear when applicants apply where to upload job history? I seem to find that some people put it all under one part not under the correct section.,Fairly easy,,,,,,None of the above,,,8,,GP practice,,London,,Hiring/Recruiting Manager,,Quarterly,12 months or more,8,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,61149996-4450-4518-809e-0b9277f4c834,,14/02/2022,08:56:13,14/02/2022,09:05:00,8.78,ARJE5713VS445,Yes,No,Good,Fair,Good,,,,"Technical issues (e.g. internet service, firewalls, web browser compatibility)",,,,Yes,,Yes,Email,,,,Once,"Yes, fully",,Yes,,,,,,Fairly easy,,Completely satisfied 10,,Completely satisfied 10,Completely satisfied 10,Good,Good,Good,Good,Yes,Yes,,,,9,Fairly easy,Easy options / logo upload,its all in its boxes to simplify it or it should simplify it,bring back more details about the person applying - to know if they have applied previously,Very easy,,,,,,None of the above,,,9,,GP practice,,East of England,,HR Manager or equivalent,,Less frequently than quarterly,12 months or more,30,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),LMC / MONSTERS / TOTAL JOBS
Web: Snap WebHost,completed,34bd0f05-7eb2-4805-873f-1995e8f2382c,,14/02/2022,08:46:08,14/02/2022,09:12:37,26.48,ARJE5179PP677,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not a recent user of the previous format, nothing to compare to",,"The ability to replicate vacancies from Trac Jobs - with attachments, as well as headers and footers where used.    The ability to provide applicants with information - the four permitted attachments are restrictive at 1MB each.  We want to be able to provide applicants with information about HOW to complete an application and have built an e-learning package, however, we have no way of providing this to them.  Thus, in some roles the quality of applications remains poor and it hampers our efforts to fill hard to recruit roles such as HCSW.  We should be able to use hyperlinks directing applicants to information on our website that will support them in their application.  NHSE/I have provided guidance around Developing Inclusive Adverts. They state that 'Research has been shown particular formats of job descriptions, such as lengthy bullet points, can be discouraging to female applicants, meaning they may skip over the ad and apply for the next one instead.'  NHS Jobs adverts automatically pull through information from JD/PS in this manner which can be offputting and look disjointed.  Whilst there is an argument for improved adverts, just how do you expect Trusts to rewrite the JD/PS, and then evaluate them, for the hundreds of vacancies advertised weekly whilst managing BAU and Covid?",Neither easy nor difficult,,,,,,None of the above,,,7,"Unable to provide applicants with the information needed to either secure their application, or, support them to complete an application that meets the criteria.  This means that we're having to go back out to advert.  The gaps in service for filling these roles will ultimately impact on staff welfare and patient care.  The inability to use hyperlinks.  The restriction of 1MB per attachment - could it not be 4MB in total instead?",NHS Trust/Health Board,,North West,,Recruitment Team Manager,,At least once per day,4 to 6 months,100,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: Snap WebHost,completed,b30d182e-2e5f-4983-b49e-0e2045820f1f,,14/02/2022,09:17:50,14/02/2022,09:22:27,4.62,ARJE9802XR313,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Being able to have access to the applicants contact details, prior to being successful  The uploading of jobs being a quicker process",Fairly easy,,,User guides,,,,Useful,,6,,Hospice,,East of England,,HR Manager or equivalent,,Weekly,12 months or more,15,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),"Own website, local paper, indeed"
Web: Snap WebHost,completed,82496ae7-8288-499e-babc-b2bac0c00181,,14/02/2022,11:11:02,14/02/2022,11:18:24,7.37,ARJE7215UA923,Yes,No,Fair,Fair,Fair,,,,,,None,,Yes,,No,,,,,,,,,,,,,,,,,,,,Good,Good,Good,Good,Yes,Yes,,,,7,Fairly easy,we are not longer required to import applicants to Trac,,Every time we have to make a change to a job advert no matter how small even a typo we need to close the job on Trac clone it and re-post this requires spending time - would be good if we can make amendments to live adverts without the need to close the job,Very easy,,,,Videos,,,Extremely useful,,7,,NHS Trust/Health Board,,London,,Recruitment Officer,,At least once per day,2 to 3 months,,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: Snap WebHost,completed,c0a741f2-57b0-4927-b2ff-3c2aee2f82c7,,14/02/2022,16:12:08,14/02/2022,16:22:13,10.08,ARJE9034BY936,Yes,No,Good,,,I do find that some of the form has restriction on words which is inconvenient,,,,Other (Please type in the box below),,Was not clear on how to use it as very different from previous account,No,For us - the word restrictions is really difficult as it also does not show how many words are already there,Yes,Email,Telephone,,,Four times,"Yes, fully",,Yes,,,,,,Very easy,The team were always contactable on the phone,Completely satisfied 10,Completely satisfied 10,Completely satisfied 10,Completely satisfied 10,Fair,,Fair,Fair,"No, there were not enough communications","No, I had to contact the support team for further information/advice",Help in using the new NHS account,"No wording restriction in advert  Names, contact etc of client before shortlisting",,8,Fairly easy,,,,Fairly easy,,,,,,,,,7,the previous NHS Jobs was much clearer and easier,GP practice,,,,Recruitment Officer,,Less frequently than quarterly,12 months or more,5,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,b3b42a01-0226-4fa4-8c98-99a24d3b5be7,,15/02/2022,08:36:33,15/02/2022,08:50:55,14.37,ARJE7750JM351,Yes,No,Poor,Good,Good,"I believe the formatting is a step backwards from the existing NHS jobs, it is clunky and the functionality of the system is nowhere near as good as the previous version",Completion of the on-boarding form,,,,,,No,the systems functionality at this stage is poor with many of the features in the old system missing that we used on a daily basis including being able to add internal documents,Yes,Email,,,,Twice,"Yes, partially",because we were told the issues we were facing are not currently available on the new system,Yes,,,,,,Very easy,the team always came back to my questions,9,,9,8,Good,Good,Good,Good,Yes,"No, I had to contact the support team for further information/advice",not all features where covered clearly and the pace of the initial training moved to fast,find out what level of functionality the company using the tool has as it did feel generic,tailor the on-boarding to the way the company uses the system especially as many of the features we use are still not ready on the beta it would have been helpful to know this before the process began,7,Fairly difficult,integration into ESR,creating an advert,better functionality and to have the ability to upload documents into the system for internal use only,Neither easy nor difficult,,Frequently asked questions (FAQs),User guides,Videos,,,Useful,we have been able to use the tools when delivering training to our wider teams,3,"the lack of ability to download internal documents, the way the contracts and letters looks once written are poor and extremely large (not being able to fomat font size)",Social Enterprise,,South East,,NHS Jobs Super User,,At least once per day,1 month,1,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,13c68ac4-65e5-479b-aa64-4ad540a41120,,15/02/2022,14:48:37,15/02/2022,14:51:26,2.82,ARJE6533VZ661,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Better layout of the adverts,,"removing the word count requirement - If I am attaching a person spec, I don't want to have to copy it all, reformat, etc",Very easy,,,,,,None of the above,,,8,,GP practice,,South West,,NHS Jobs Super User,,At least once per day,2 to 3 months,4,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Practice website an Facebook page. Local bulletins / websites
Web: Snap WebHost,completed,33d10a96-7a31-4c8d-9677-e96d20e4f686,,15/02/2022,16:40:43,15/02/2022,16:50:56,10.22,ARJE5060DO693,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ease of Use,"Posting a job is quite easy, especially now it's broken down into sections more","Quite minor - but I wanted to put on annual sessional mount for one session per year.  But couldn't see how to do that, I could only state either the salary for the year or sessional rate. Reason for wanting 1 session for a year, is that the number of session being advertised can vary, e.g. between 4 and 8.  They can work it out form the sessional rate, but it's easier to take an annual amount for one session and multiply it by the number of sessions",Fairly easy,,,,,,None of the above,,,7,IT's more the short listing process less satisfactory.  You can't select people for interview before the closing date and we tend to contact them direct once we have the their contact details.  Anyone short-listed then remains in the 'system' and I'm not sure how to end the process.,GP practice,,South East,,HR Manager or equivalent,,Quarterly,12 months or more,10,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Indeed
Web: Snap WebHost,completed,65d4288a-cd7c-4e21-8c8b-cecf376f621a,,16/02/2022,07:36:28,16/02/2022,07:39:51,3.38,ARJE5907SH226,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The audience,The guidance through completing the advertisement it was excellent,I was not sure if the advert was live,Fairly easy,,,,,,None of the above,,,3,"We received not applicants, one candidate contacted me and said they couldn't use NHS jobs and I sent them an application form separate.  I wonder how many other candidates could not use it either",Other NHS organisation,,North West,,HR Manager or equivalent,,Quarterly,12 months or more,2,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Indeed & local paper
Web: Snap WebHost,completed,04cd0806-bcc0-414d-b89a-1bcd005d6227,,16/02/2022,09:37:42,16/02/2022,09:40:07,2.42,ARJE8641TH507,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good.,Overall outlook.,Interface could be better.,Very easy,,,,,,None of the above,,,9,,GP practice,,London,,HR Manager or equivalent,,Less frequently than quarterly,4 to 6 months,5,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),"Indeed, LinkedIn."
Web: Snap WebHost,completed,26c6fa6b-13f2-44e9-b55c-7db442712f23,,16/02/2022,10:36:03,16/02/2022,10:59:37,23.57,ARJE7066KR476,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"When selecting Bank as the contract, the system automatically asks for a contract length - in our organisation a bank role doesn't have a contract length so would be helpful if this was not a mandatory field.  The option to select multiple options for criteria would be helpful, for example ""area of work"" we are only able to select one option and some of our roles span multiple areas, as well as staff group.  We do not use blind shortlisting in our organisation, so the option to be able to turn this off would be helpful, along with being able to have the option to go back when using shortlisting/inviting to interviews as if you take this too far by accident then there is no way back. In our organisation HR is not involved in the shortlisting, so it would be good if we could see the personal information of the applicant as soon as they apply so that if we get any queries from applicants who have applied we can let them know we have received their application etc.",Fairly easy,,Frequently asked questions (FAQs),User guides,,,,Useful,,5,,Hospice,,South East,,Other job role (please type in the box below),HR Administrator,Weekly,12 months or more,80,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Cascade
Web: Snap WebHost,completed,21e1fd80-6000-4700-800e-71d40314385e,,14/02/2022,11:54:53,17/02/2022,08:28:12,4113.32,ARJE4431AR865,Yes,No,Fair,Fair,Fair,,,,"Technical issues (e.g. internet service, firewalls, web browser compatibility)",,,,No,While we received support for the onboarding process itself the transition has been really challenging due to the new NHS jobs service and I feel we have taken a step back and are disadvantaged by the new service.,No,,,,,,,,,,,,,,,,,,,,Fair,Fair,Fair,Fair,Yes,"No, I felt some information was missing",In truth some team 'training' on the new system would have been helpful rather than the expectation of using the self help material but appreciate that this is time consuming and costly to deliver.,"As previously mentioned, some specific training",,5,Neither easy nor difficult,In truth I find this one difficult to answer - it would have been the ability to use as an ATS but that hasn't worked due to the very small numbers of applicants and the 'clunckyness' of the system as a whole.,This is limited.,Take away the prescriptive way of formatting an advert - this it exceptionally time consuming and doesn't attract candidates to apply. Allow us to use a previous role as a template. Allow us to access all EDI data from all candidates.,Very difficult,"It takes huge amounts of time to post jobs, to add information in the way that the system dictates including the various headings, word counts etc. As EDI lead we can't see any EDI data meaning, we need access from across the whole recruitment journey. We need to be 'trusted' to see information as HR professionals.",,User guides,,,,Not very useful,,2,It has felt like a backwards step. We still put every job on NHS jobs but have hardly any applicants partly due to how adverts look and also due to the challenges for applicants. This means we have to accept alternative rotes to application meaning that we can use none of the applicant tracking system benefits. Its horrible.,Social Enterprise,,South West,,HR Manager or equivalent,,Monthly,12 months or more,3,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),"Admin heavy processes as we have to accept applications from indeed, Reed, LinkedIn etc as not enough traction through NHS jobs"
Web: Snap WebHost,completed,5e77b7b1-f884-48fa-9cec-508a5fb36de4,,17/02/2022,09:26:50,17/02/2022,09:37:02,10.2,ARJE1888LK999,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stop the restrictions on number of characters allowed when uploading adverts and the stipulations on what you say and where.,Fairly difficult,"Too many restrictions on number of characters allowed for various parts of adverts etc when uploading a new post via Trac, have to say Trac is much easier. I know it takes a while to get used to new systems but there isn't enough freedom in what you can/cannot include in adverts etc.",,User guides,,,,Not very useful,,3,"It's taking me too long to upload new adverts, time is something I do not have a lot of in my job!",NHS Trust/Health Board,,London,,NHS Jobs Super User,,Weekly,,4,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: Snap WebHost,completed,177308ac-2349-44e5-87ef-167b5c72e218,,17/02/2022,09:33:26,17/02/2022,09:37:27,4.02,ARJE5208YK742,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,overall,overall,a new section for recruiting staff from abroad and making it easier for foreign staf to join nhs,Very easy,,,,,,None of the above,,,8,,GP practice,,South East,,Hiring/Recruiting Manager,,Monthly,12 months or more,3,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),indeed
